actuated_joint_pos	actuated_joint_vel	actuated_joint_torque	unactuated_joint_pos	unactuated_joint_vel	unactuated_joint_torque
4.07164	6.22121	3.33333	11.3427	21.3	20
4.07786	6.22454	3.33333	11.364	21.3106	20
4.08409	6.22787	3.33333	11.3854	21.3212	20
4.09032	6.23121	3.33333	11.4067	21.3612	20
4.09655	6.23454	3.33333	11.4281	21.36	20
4.10279	6.24121	3.33333	11.4495	21.4	20
4.10904	6.24121	3.33333	11.4709	21.4106	20
4.11528	6.24787	3.33333	11.4923	21.4212	20
4.12153	6.24787	3.33333	11.5138	21.4612	20
4.12778	6.25121	3.33333	11.5352	21.46	20
4.13404	6.25787	3.33333	11.5567	21.5	20
4.1403	6.25787	3.33333	11.5782	21.5106	20
4.14656	6.26454	3.33333	11.5998	21.5212	20
4.15283	6.26454	3.33333	11.6213	21.5612	20
4.1591	6.26787	3.33333	11.6429	21.56	20
4.16537	6.27121	3.33333	11.6645	21.6	20
4.17164	6.27787	3.33333	11.6861	21.6106	20
4.17792	6.27787	3.33333	11.7077	21.6212	20
4.18421	6.28454	3.33333	11.7294	21.6612	20
4.19049	6.28454	3.33333	11.751	21.66	20
4.19678	6.28787	3.33333	11.7727	21.7	20
4.20307	6.29121	3.33333	11.7944	21.7106	20
4.20936	6.29454	3.33333	11.8162	21.7212	20
4.21566	6.29787	3.33333	11.8379	21.7612	20
4.22196	6.30121	3.33333	11.8597	21.76	20
4.22827	6.30454	3.33333	11.8815	21.8	20
4.23458	6.31121	3.33333	11.9033	21.8106	20
4.24089	6.31121	3.33333	11.9251	21.8212	20
4.24721	6.31787	3.33333	11.947	21.8612	20
4.25353	6.31787	3.33333	11.9688	21.86	20
4.25985	6.32121	3.33333	11.9907	21.9	20
4.26618	6.32787	3.33333	12.0126	21.9106	20
4.2725	6.32787	3.33333	12.0346	21.9212	20
4.27884	6.33454	3.33333	12.0565	21.9612	20
4.28517	6.33454	3.33333	12.0785	21.96	20
4.29151	6.33787	3.33333	12.1005	22	20
4.29785	6.34121	3.33333	12.1225	22.0106	20
4.3042	6.34787	3.33333	12.1445	22.0212	20
4.31055	6.34787	3.33333	12.1666	22.0612	20
4.3169	6.35454	3.33333	12.1886	22.06	20
4.32326	6.35454	3.33333	12.2107	22.1	20
4.32961	6.35787	3.33333	12.2328	22.1106	20
4.33598	6.36121	3.33333	12.2549	22.1212	20
4.34234	6.36454	3.33333	12.2771	22.1612	20
4.34871	6.36787	3.33333	12.2993	22.16	20
4.35508	6.37121	3.33333	12.3215	22.2	20
4.36145	6.37454	3.33333	12.3437	22.2106	20
4.36783	6.38121	3.33333	12.3659	22.2212	20
4.37422	6.38121	3.33333	12.3882	22.2612	20
4.3806	6.38787	3.33333	12.4104	22.26	20
4.38699	6.38787	3.33333	12.4327	22.3	20
4.39338	6.39121	3.33333	12.455	22.3106	20
4.39978	6.39787	3.33333	12.4773	22.3212	20
4.40618	6.39787	3.33333	12.4997	22.3612	20
4.41258	6.40454	3.33333	12.5221	22.36	20
4.41899	6.40454	3.33333	12.5445	22.4	20
4.4254	6.40787	3.33333	12.5669	22.4106	20
4.43181	6.41121	3.33333	12.5893	22.4212	20
4.43822	6.41787	3.33333	12.6118	22.4612	20
4.44464	6.41787	3.33333	12.6342	22.46	20
4.45107	6.42454	3.33333	12.6567	22.5	20
4.45749	6.42454	3.33333	12.6792	22.5106	20
4.46392	6.42787	3.33333	12.7017	22.5212	20
4.47035	6.43121	3.33333	12.7243	22.5612	20
4.47678	6.43454	3.33333	12.7469	22.56	20
4.48322	6.43787	3.33333	12.7695	22.6	20
4.48966	6.44121	3.33333	12.7921	22.6106	20
4.49611	6.44454	3.33333	12.8147	22.6212	20
4.50256	6.45121	3.33333	12.8374	22.6612	20
4.50901	6.45121	3.33333	12.86	22.66	20
4.51547	6.45787	3.33333	12.8827	22.7	20
4.52193	6.45787	3.33333	12.9054	22.7106	20
4.52839	6.46121	3.33333	12.9281	22.7212	20
4.53486	6.46787	3.33333	12.9509	22.7612	20
4.54132	6.46787	3.33333	12.9737	22.76	20
4.5478	6.47454	3.33333	12.9965	22.8	20
4.55427	6.47454	3.33333	13.0193	22.8106	20
4.56075	6.47787	3.33333	13.0421	22.8212	20
4.56723	6.48121	3.33333	13.0649	22.8612	20
4.57372	6.48787	3.33333	13.0878	22.86	20
4.58021	6.48787	3.33333	13.1107	22.9	20
4.5867	6.49454	3.33333	13.1336	22.9106	20
4.5932	6.49454	3.33333	13.1565	22.9212	20
4.59969	6.49787	3.33333	13.1795	22.9612	20
4.60619	6.50121	3.33333	13.2025	22.96	20
4.6127	6.50454	3.33333	13.2255	23	20
4.61921	6.50787	3.33333	13.2485	23.0106	20
4.62572	6.51121	3.33333	13.2715	23.0212	20
4.63223	6.51454	3.33333	13.2945	23.0612	20
4.63875	6.52121	3.33333	13.3176	23.06	20
4.64528	6.52121	3.33333	13.3407	23.1	20
4.6518	6.52787	3.33333	13.3638	23.1106	20
4.65833	6.52787	3.33333	13.3869	23.1212	20
4.66486	6.53121	3.33333	13.4101	23.1612	20
4.6714	6.53787	3.33333	13.4332	23.16	20
4.67794	6.53787	3.33333	13.4564	23.2	20
4.68448	6.54454	3.33333	13.4797	23.2106	20
4.69103	6.54454	3.33333	13.5029	23.2212	20
4.69757	6.54787	3.33333	13.5261	23.2612	20
4.70413	6.55121	3.33333	13.5494	23.26	20
4.71068	6.55787	3.33333	13.5727	23.3	20
4.71724	6.55787	3.33333	13.596	23.3106	20
4.72381	6.56454	3.33333	13.6193	23.3212	20
4.73037	6.56454	3.33333	13.6427	23.3612	20
4.73694	6.56787	3.33333	13.666	23.36	20
4.74351	6.57121	3.33333	13.6894	23.4	20
4.75008	6.57454	3.33333	13.7129	23.4106	20
4.75666	6.57787	3.33333	13.7363	23.4212	20
4.76324	6.58121	3.33333	13.7597	23.4612	20
4.76983	6.58454	3.33333	13.7832	23.46	20
4.77642	6.59121	3.33333	13.8067	23.5	20
4.78301	6.59121	3.33333	13.8302	23.5106	20
4.78961	6.59787	3.33333	13.8537	23.5212	20
4.79621	6.59787	3.33333	13.8773	23.5612	20
4.80281	6.60121	3.33333	13.9008	23.56	20
4.80941	6.60787	3.33333	13.9244	23.6	20
4.81602	6.60787	3.33333	13.948	23.6106	20
4.82264	6.61454	3.33333	13.9717	23.6212	20
4.82925	6.61454	3.33333	13.9953	23.6612	20
4.83587	6.61787	3.33333	14.019	23.66	20
4.84249	6.62121	3.33333	14.0427	23.7	20
4.84912	6.62787	3.33333	14.0664	23.7106	20
4.85575	6.62787	3.33333	14.0901	23.7212	20
4.86238	6.63454	3.33333	14.1139	23.7612	20
4.86902	6.63454	3.33333	14.1376	23.76	20
4.87565	6.63787	3.33333	14.1614	23.8	20
4.88229	6.64121	3.33333	14.1852	23.8106	20
4.88894	6.64454	3.33333	14.2091	23.8212	20
4.89559	6.64787	3.33333	14.2329	23.8612	20
4.90224	6.65121	3.33333	14.2568	23.86	20
4.90889	6.65454	3.33333	14.2807	23.9	20
4.91555	6.66121	3.33333	14.3046	23.9106	20
4.92222	6.66121	3.33333	14.3285	23.9212	20
4.92888	6.66787	3.33333	14.3525	23.9612	20
4.93555	6.66787	3.33333	14.3764	23.96	20
4.94222	6.67121	3.33333	14.4004	24	20
4.9489	6.67787	3.33333	14.4244	24.0106	20
4.95558	6.67787	3.33333	14.4485	24.0212	20
4.96226	6.68454	3.33333	14.4725	24.0612	20
4.96895	6.68454	3.33333	14.4966	24.06	20
4.97563	6.68787	3.33333	14.5207	24.1	20
4.98233	6.69121	3.33333	14.5448	24.1106	20
4.98902	6.69787	3.33333	14.5689	24.1212	20
4.99572	6.69787	3.33333	14.5931	24.1612	20
5.00243	6.70454	3.33333	14.6172	24.16	20
5.00913	6.70454	3.33333	14.6414	24.2	20
5.01584	6.70787	3.33333	14.6656	24.2106	20
5.02255	6.71121	3.33333	14.6899	24.2212	20
5.02926	6.71454	3.33333	14.7141	24.2612	20
5.03598	6.71787	3.33333	14.7384	24.26	20
5.0427	6.72121	3.33333	14.7627	24.3	20
5.04943	6.72454	3.33333	14.787	24.3106	20
5.05616	6.73121	3.33333	14.8113	24.3212	20
5.06289	6.73121	3.33333	14.8357	24.3612	20
5.06963	6.73787	3.33333	14.86	24.36	20
5.07637	6.73787	3.33333	14.8844	24.4	20
5.08311	6.74121	3.33333	14.9088	24.4106	20
5.08985	6.74787	3.33333	14.9332	24.4212	20
5.0966	6.74787	3.33333	14.9577	24.4612	20
5.10336	6.75454	3.33333	14.9822	24.46	20
5.11011	6.75454	3.33333	15.0067	24.5	20
5.11687	6.75787	3.33333	15.0312	24.5106	20
5.12363	6.76121	3.33333	15.0557	24.5212	20
5.1304	6.76787	3.33333	15.0803	24.5612	20
5.13717	6.76787	3.33333	15.1048	24.56	20
5.14394	6.77454	3.33333	15.1294	24.6	20
5.15072	6.77454	3.33333	15.154	24.6106	20
5.15749	6.77787	3.33333	15.1786	24.6212	20
5.16427	6.78121	3.33333	15.2033	24.6612	20
5.17106	6.78454	3.33333	15.228	24.66	20
5.17785	6.78787	3.33333	15.2527	24.7	20
5.18464	6.79121	3.33333	15.2774	24.7106	20
5.19143	6.79454	3.33333	15.3021	24.7212	20
5.19823	6.80121	3.33333	15.3268	24.7612	20
5.20503	6.80121	3.33333	15.3516	24.76	20
5.21184	6.80787	3.33333	15.3764	24.8	20
5.21865	6.80787	3.33333	15.4012	24.8106	20
5.22546	6.81121	3.33333	15.426	24.8212	20
5.23228	6.81787	3.33333	15.4509	24.8612	20
5.2391	6.81787	3.33333	15.4758	24.86	20
5.24592	6.82454	3.33333	15.5007	24.9	20
5.25275	6.82454	3.33333	15.5256	24.9106	20
5.25957	6.82787	3.33333	15.5505	24.9212	20
5.26641	6.83121	3.33333	15.5754	24.9612	20
5.27324	6.83787	3.33333	15.6004	24.96	20
5.28008	6.83787	3.33333	15.6254	25	20
5.28693	6.84454	3.33333	15.6504	25.0106	20
5.29377	6.84454	3.33333	15.6754	25.0212	20
5.30062	6.84787	3.33333	15.7005	25.0612	20
5.30747	6.85121	3.33333	15.7255	25.06	20
5.31432	6.85454	3.33333	15.7506	25.1	20
5.32118	6.85787	3.33333	15.7758	25.1106	20
5.32804	6.86121	3.33333	15.8009	25.1212	20
5.33491	6.86454	3.33333	15.826	25.1612	20
5.34178	6.87121	3.33333	15.8512	25.16	20
5.34865	6.87121	3.33333	15.8764	25.2	20
5.35553	6.87787	3.33333	15.9016	25.2106	20
5.36241	6.87787	3.33333	15.9268	25.2212	20
5.36929	6.88121	3.33333	15.9521	25.2612	20
5.37617	6.88787	3.33333	15.9773	25.26	20
5.38306	6.88787	3.33333	16.0026	25.3	20
5.38996	6.89454	3.33333	16.0279	25.3106	20
5.39685	6.89454	3.33333	16.0533	25.3212	20
5.40375	6.89787	3.33333	16.0786	25.3612	20
5.41065	6.90121	3.33333	16.104	25.36	20
5.41756	6.90787	3.33333	16.1294	25.4	20
5.42447	6.90787	3.33333	16.1548	25.4106	20
5.43138	6.91454	3.33333	16.1802	25.4212	20
5.43829	6.91454	3.33333	16.2057	25.4612	20
5.44521	6.91787	3.33333	16.2311	25.46	20
5.45213	6.92121	3.33333	16.2566	25.5	20
5.45906	6.92454	3.33333	16.2821	25.5106	20
5.46599	6.92787	3.33333	16.3077	25.5212	20
5.47292	6.93121	3.33333	16.3332	25.5612	20
5.47985	6.93454	3.33333	16.3588	25.56	20
5.48679	6.94121	3.33333	16.3844	25.6	20
5.49373	6.94121	3.33333	16.41	25.6106	20
5.50068	6.94787	3.33333	16.4356	25.6212	20
5.50763	6.94787	3.33333	16.4613	25.6612	20
5.51458	6.95121	3.33333	16.4869	25.66	20
5.52154	6.95787	3.33333	16.5126	25.7	20
5.5285	6.95787	3.33333	16.5383	25.7106	20
5.53546	6.96454	3.33333	16.5641	25.7212	20
5.54243	6.96454	3.33333	16.5898	25.7612	20
5.54939	6.96787	3.33333	16.6156	25.76	20
5.55636	6.97121	3.33333	16.6414	25.8	20
5.56334	6.97787	3.33333	16.6672	25.8106	20
5.57032	6.97787	3.33333	16.693	25.8212	20
5.57731	6.98454	3.33333	16.7189	25.8612	20
5.58429	6.98454	3.33333	16.7447	25.86	20
5.59128	6.98787	3.33333	16.7706	25.9	20
5.59827	6.99121	3.33333	16.7965	25.9106	20
5.60526	6.99454	3.33333	16.8224	25.9212	20
5.61226	6.99787	3.33333	16.8484	25.9612	20
5.61926	7.00121	3.33333	16.8744	25.96	20
5.62627	7.00454	3.33333	16.9004	26	20
5.63328	7.01121	3.33333	16.9264	26.0106	20
5.64029	7.01121	3.33333	16.9524	26.0212	20
5.64731	7.01787	3.33333	16.9784	26.0612	20
5.65432	7.01787	3.33333	17.0045	26.06	20
5.66135	7.02121	3.33333	17.0306	26.1	20
5.66837	7.02787	3.33333	17.0567	26.1106	20
5.6754	7.02787	3.33333	17.0828	26.1212	20
5.68244	7.03454	3.33333	17.109	26.1612	20
5.68947	7.03454	3.33333	17.1352	26.16	20
5.69651	7.03787	3.33333	17.1613	26.2	20
5.70355	7.04121	3.33333	17.1876	26.2106	20
5.7106	7.04787	3.33333	17.2138	26.2212	20
5.71765	7.04787	3.33333	17.24	26.2612	20
5.7247	7.05454	3.33333	17.2663	26.26	20
5.73175	7.05454	3.33333	17.2926	26.3	20
5.73881	7.05787	3.33333	17.3189	26.3106	20
5.74587	7.06121	3.33333	17.3452	26.3212	20
5.75294	7.06454	3.33333	17.3716	26.3612	20
5.76001	7.06787	3.33333	17.3979	26.36	20
5.76708	7.07121	3.33333	17.4243	26.4	20
5.77415	7.07454	3.33333	17.4507	26.4106	20
5.78123	7.08121	3.33333	17.4772	26.4212	20
5.78831	7.08121	3.33333	17.5036	26.4612	20
5.7954	7.08787	3.33333	17.5301	26.46	20
5.80249	7.08787	3.33333	17.5566	26.5	20
5.80958	7.09121	3.33333	17.5831	26.5106	20
5.81668	7.09787	3.33333	17.6096	26.5212	20
5.82378	7.09787	3.33333	17.6362	26.5612	20
5.83088	7.10454	3.33333	17.6627	26.56	20
5.83799	7.10454	3.33333	17.6893	26.6	20
5.84509	7.10787	3.33333	17.7159	26.6106	20
5.8522	7.11121	3.33333	17.7426	26.6212	20
5.85932	7.11787	3.33333	17.7692	26.6612	20
5.86644	7.11787	3.33333	17.7959	26.66	20
5.87356	7.12454	3.33333	17.8226	26.7	20
5.88069	7.12454	3.33333	17.8493	26.7106	20
5.88782	7.12787	3.33333	17.876	26.7212	20
5.89495	7.13121	3.33333	17.9028	26.7612	20
5.90208	7.13454	3.33333	17.9295	26.76	20
5.90922	7.13787	3.33333	17.9563	26.8	20
5.91636	7.14121	3.33333	17.9831	26.8106	20
5.92351	7.14454	3.33333	18.0099	26.8212	20
5.93066	7.15121	3.33333	18.0368	26.8612	20
5.93781	7.15121	3.33333	18.0637	26.86	20
5.94497	7.15787	3.33333	18.0906	26.9	20
5.95212	7.15787	3.33333	18.1175	26.9106	20
5.95929	7.16121	3.33333	18.1444	26.9212	20
5.96645	7.16787	3.33333	18.1714	26.9612	20
5.97362	7.16787	3.33333	18.1983	26.96	20
5.9808	7.17454	3.33333	18.2253	27	20
5.98797	7.17454	3.33333	18.2523	27.0106	20
5.99515	7.17787	3.33333	18.2793	27.0212	20
6.00233	7.18121	3.33333	18.3064	27.0612	20
6.00952	7.18787	3.33333	18.3335	27.06	20
6.0167	7.18787	3.33333	18.3606	27.1	20
6.0239	7.19454	3.33333	18.3877	27.1106	20
6.03109	7.19454	3.33333	18.4148	27.1212	20
6.03829	7.19787	3.33333	18.4419	27.1612	20
6.04549	7.20121	3.33333	18.4691	27.16	20
6.0527	7.20454	3.33333	18.4963	27.2	20
6.05991	7.20787	3.33333	18.5235	27.2106	20
6.06712	7.21121	3.33333	18.5507	27.2212	20
6.07433	7.21454	3.33333	18.578	27.2612	20
6.08155	7.22121	3.33333	18.6052	27.26	20
6.08877	7.22121	3.33333	18.6325	27.3	20
6.096	7.22787	3.33333	18.6599	27.3106	20
6.10323	7.22787	3.33333	18.6872	27.3212	20
6.11046	7.23121	3.33333	18.7145	27.3612	20
6.1177	7.23787	3.33333	18.7419	27.36	20
6.12494	7.23787	3.33333	18.7693	27.4	20
6.13218	7.24454	3.33333	18.7967	27.4106	20
6.13942	7.24454	3.33333	18.8241	27.4212	20
6.14667	7.24787	3.33333	18.8516	27.4612	20
6.15392	7.25121	3.33333	18.879	27.46	20
6.16118	7.25787	3.33333	18.9065	27.5	20
6.16844	7.25787	3.33333	18.934	27.5106	20
6.1757	7.26454	3.33333	18.9616	27.5212	20
6.18297	7.26454	3.33333	18.9891	27.5612	20
6.19024	7.26787	3.33333	19.0167	27.56	20
6.19751	7.27121	3.33333	19.0443	27.6	20
6.20478	7.27454	3.33333	19.0719	27.6106	20
6.21206	7.27787	3.33333	19.0995	27.6212	20
6.21934	7.28121	3.33333	19.1272	27.6612	20
6.22663	7.28454	3.33333	19.1548	27.66	20
6.23392	7.29121	3.33333	19.1825	27.7	20
6.24121	7.29121	3.33333	19.2102	27.7106	20
6.24851	7.29787	3.33333	19.238	27.7212	20
6.2558	7.29787	3.33333	19.2657	27.7612	20
6.2631	7.30121	3.33333	19.2935	27.76	20
6.27041	7.30787	3.33333	19.3213	27.8	20
6.27772	7.30787	3.33333	19.3491	27.8106	20
6.28504	7.31454	3.33333	19.3769	27.8212	20
6.29235	7.31454	3.33333	19.4048	27.8612	20
6.29967	7.31787	3.33333	19.4326	27.86	20
6.30699	7.32121	3.33333	19.4605	27.9	20
6.31432	7.32787	3.33333	19.4884	27.9106	20
6.32164	7.32787	3.33333	19.5163	27.9212	20
6.32898	7.33454	3.33333	19.5443	27.9612	20
6.33631	7.33454	3.33333	19.5723	27.96	20
6.34365	7.33787	3.33333	19.6003	28	20
6.35099	7.34121	3.33333	19.6283	28.0106	20
6.35834	7.34454	3.33333	19.6563	28.0212	20
6.36568	7.34787	3.33333	19.6843	28.0612	20
6.37304	7.35121	3.33333	19.7124	28.06	20
6.38039	7.35454	3.33333	19.7405	28.1	20
6.38775	7.36121	3.33333	19.7686	28.1106	20
6.39511	7.36121	3.33333	19.7967	28.1212	20
6.40248	7.36787	3.33333	19.8249	28.1612	20
6.40985	7.36787	3.33333	19.853	28.16	20
6.41722	7.37121	3.33333	19.8812	28.2	20
6.4246	7.37787	3.33333	19.9095	28.2106	20
6.43198	7.37787	3.33333	19.9377	28.2212	20
6.43936	7.38454	3.33333	19.9659	28.2612	20
6.44674	7.38454	3.33333	19.9942	28.26	20
6.45413	7.38787	3.33333	20.0225	28.3	20
6.46152	7.39121	3.33333	20.0508	28.3106	20
6.46892	7.39787	3.33333	20.0791	28.3212	20
6.47632	7.39787	3.33333	20.1075	28.3612	20
6.48372	7.40454	3.33333	20.1358	28.36	20
6.49113	7.40454	3.33333	20.1642	28.4	20
6.49854	7.40787	3.33333	20.1926	28.4106	20
6.50595	7.41121	3.33333	20.2211	28.4212	20
6.51336	7.41454	3.33333	20.2495	28.4612	20
6.52078	7.41787	3.33333	20.278	28.46	20
6.5282	7.42121	3.33333	20.3065	28.5	20
6.53563	7.42454	3.33333	20.335	28.5106	20
6.54306	7.43121	3.33333	20.3635	28.5212	20
6.55049	7.43121	3.33333	20.3921	28.5612	20
6.55793	7.43787	3.33333	20.4206	28.56	20
6.56536	7.43787	3.33333	20.4492	28.6	20
6.5728	7.44121	3.33333	20.4778	28.6106	20
6.58025	7.44787	3.33333	20.5064	28.6212	20
6.5877	7.44787	3.33333	20.5351	28.6612	20
6.59515	7.45454	3.33333	20.5638	28.66	20
6.60261	7.45454	3.33333	20.5925	28.7	20
6.61007	7.45787	3.33333	20.6212	28.7106	20
6.61753	7.46121	3.33333	20.6499	28.7212	20
6.625	7.46787	3.33333	20.6786	28.7612	20
6.63246	7.46787	3.33333	20.7074	28.76	20
6.63994	7.47454	3.33333	20.7362	28.8	20
6.64741	7.47454	3.33333	20.765	28.8106	20
6.65489	7.47787	3.33333	20.7938	28.8212	20
6.66237	7.48121	3.33333	20.8227	28.8612	20
6.66986	7.48454	3.33333	20.8515	28.86	20
6.67734	7.48787	3.33333	20.8804	28.9	20
6.68484	7.49121	3.33333	20.9094	28.9106	20
6.69233	7.49454	3.33333	20.9383	28.9212	20
6.69983	7.50121	3.33333	20.9672	28.9612	20
6.70733	7.50121	3.33333	20.9962	28.96	20
6.71484	7.50787	3.33333	21.0252	29	20
6.72235	7.50787	3.33333	21.0542	29.0106	20
6.72986	7.51121	3.33333	21.0832	29.0212	20
6.73738	7.51787	3.33333	21.1123	29.0612	20
6.74489	7.51787	3.33333	21.1413	29.06	20
6.75242	7.52454	3.33333	21.1704	29.1	20
6.75994	7.52454	3.33333	21.1995	29.1106	20
6.76747	7.52787	3.33333	21.2287	29.1212	20
6.775	7.53121	3.33333	21.2578	29.1612	20
6.78254	7.53787	3.33333	21.287	29.16	20
6.79008	7.53787	3.33333	21.3162	29.2	20
6.79762	7.54454	3.33333	21.3454	29.2106	20
6.80517	7.54454	3.33333	21.3746	29.2212	20
6.81272	7.54787	3.33333	21.4039	29.2612	20
6.82027	7.55121	3.33333	21.4331	29.26	20
6.82782	7.55454	3.33333	21.4624	29.3	20
6.83538	7.55787	3.33333	21.4917	29.3106	20
6.84294	7.56121	3.33333	21.521	29.3212	20
6.8505	7.56454	3.33333	21.5504	29.3612	20
6.85808	7.57121	3.33333	21.5798	29.36	20
6.86565	7.57121	3.33333	21.6092	29.4	20
6.87322	7.57787	3.33333	21.6386	29.4106	20
6.8808	7.57787	3.33333	21.668	29.4212	20
6.88838	7.58121	3.33333	21.6974	29.4612	20
6.89597	7.58787	3.33333	21.7269	29.46	20
6.90356	7.58787	3.33333	21.7564	29.5	20
6.91115	7.59454	3.33333	21.7859	29.5106	20
6.91875	7.59454	3.33333	21.8154	29.5212	20
6.92635	7.59787	3.33333	21.845	29.5612	20
6.93395	7.60121	3.33333	21.8745	29.56	20
6.94156	7.60787	3.33333	21.9041	29.6	20
6.94916	7.60787	3.33333	21.9338	29.6106	20
6.95678	7.61454	3.33333	21.9634	29.6212	20
6.96439	7.61454	3.33333	21.993	29.6612	20
6.97201	7.61787	3.33333	22.0227	29.66	20
6.97963	7.62121	3.33333	22.0524	29.7	20
6.98726	7.62454	3.33333	22.0821	29.7106	20
6.99488	7.62787	3.33333	22.1118	29.7212	20
7.00251	7.63121	3.33333	22.1416	29.7612	20
7.01015	7.63454	3.33333	22.1713	29.76	20
7.01779	7.64121	3.33333	22.2011	29.8	20
7.02543	7.64121	3.33333	22.2309	29.8106	20
7.03308	7.64787	3.33333	22.2608	29.8212	20
7.04073	7.64787	3.33333	22.2906	29.8612	20
7.04838	7.65121	3.33333	22.3205	29.86	20
7.05604	7.65787	3.33333	22.3504	29.9	20
7.06369	7.65787	3.33333	22.3803	29.9106	20
7.07136	7.66454	3.33333	22.4102	29.9212	20
7.07902	7.66454	3.33333	22.4402	29.9612	20
7.08669	7.66787	3.33333	22.4701	29.96	20
7.09436	7.67121	3.33333	22.5001	30	20
7.10204	7.67787	3.33333	22.5301	30.0106	20
7.10972	7.67787	3.33333	22.5601	30.0212	20
7.1174	7.68454	3.33333	22.5902	30.0612	20
7.12509	7.68454	3.33333	22.6203	30.06	20
7.13277	7.68787	3.33333	22.6504	30.1	20
7.14047	7.69121	3.33333	22.6805	30.1106	20
7.14816	7.69454	3.33333	22.7106	30.1212	20
7.15586	7.69787	3.33333	22.7407	30.1612	20
7.16356	7.70121	3.33333	22.7709	30.16	20
7.17126	7.70454	3.33333	22.8011	30.2	20
7.17897	7.71121	3.33333	22.8313	30.2106	20
7.18669	7.71121	3.33333	22.8615	30.2212	20
7.1944	7.71787	3.33333	22.8918	30.2612	20
7.20212	7.71787	3.33333	22.922	30.26	20
7.20984	7.72121	3.33333	22.9523	30.3	20
7.21757	7.72787	3.33333	22.9826	30.3106	20
7.2253	7.72787	3.33333	23.013	30.3212	20
7.23303	7.73454	3.33333	23.0433	30.3612	20
7.24077	7.73454	3.33333	23.0737	30.36	20
7.24851	7.73787	3.33333	23.1041	30.4	20
7.25625	7.74121	3.33333	23.1345	30.4106	20
7.26399	7.74787	3.33333	23.1649	30.4212	20
7.27174	7.74787	3.33333	23.1954	30.4612	20
7.2795	7.75454	3.33333	23.2258	30.46	20
7.28725	7.75454	3.33333	23.2563	30.5	20
7.29501	7.75787	3.33333	23.2868	30.5106	20
7.30277	7.76121	3.33333	23.3173	30.5212	20
7.31053	7.76454	3.33333	23.3479	30.5612	20
7.3183	7.76787	3.33333	23.3785	30.56	20
7.32607	7.77121	3.33333	23.4091	30.6	20
7.33385	7.77454	3.33333	23.4397	30.6106	20
7.34163	7.78121	3.33333	23.4703	30.6212	20
7.34941	7.78121	3.33333	23.5009	30.6612	20
7.3572	7.78787	3.33333	23.5316	30.66	20
7.36499	7.78787	3.33333	23.5623	30.7	20
7.37278	7.79121	3.33333	23.593	30.7106	20
7.38058	7.79787	3.33333	23.6237	30.7212	20
7.38837	7.79787	3.33333	23.6545	30.7612	20
7.39618	7.80454	3.33333	23.6852	30.76	20
7.40398	7.80454	3.33333	23.716	30.8	20
7.41179	7.80787	3.33333	23.7468	30.8106	20
7.4196	7.81121	3.33333	23.7777	30.8212	20
7.42742	7.81787	3.33333	23.8085	30.8612	20
7.43524	7.81787	3.33333	23.8394	30.86	20
7.44306	7.82454	3.33333	23.8703	30.9	20
7.45089	7.82454	3.33333	23.9012	30.9106	20
7.45871	7.82787	3.33333	23.9321	30.9212	20
7.46654	7.83121	3.33333	23.9631	30.9612	20
7.47438	7.83454	3.33333	23.994	30.96	20
7.48222	7.83787	3.33333	24.025	31	20
7.49006	7.84121	3.33333	24.056	31.0106	20
7.4979	7.84454	3.33333	24.0871	31.0212	20
7.50575	7.85121	3.33333	24.1181	31.0612	20
7.5136	7.85121	3.33333	24.1492	31.06	20
7.52146	7.85787	3.33333	24.1803	31.1	20
7.52932	7.85787	3.33333	24.2114	31.1106	20
7.53718	7.86121	3.33333	24.2425	31.1212	20
7.54505	7.86787	3.33333	24.2736	31.1612	20
7.55292	7.86787	3.33333	24.3048	31.16	20
7.56079	7.87454	3.33333	24.336	31.2	20
7.56867	7.87454	3.33333	24.3672	31.2106	20
7.57654	7.87787	3.33333	24.3984	31.2212	20
7.58443	7.88121	3.33333	24.4297	31.2612	20
7.59231	7.88787	3.33333	24.4609	31.26	20
7.6002	7.88787	3.33333	24.4922	31.3	20
7.6081	7.89454	3.33333	24.5236	31.3106	20
7.61599	7.89454	3.33333	24.5549	31.3212	20
7.62389	7.89787	3.33333	24.5862	31.3612	20
7.63179	7.90121	3.33333	24.6176	31.36	20
7.63969	7.90454	3.33333	24.649	31.4	20
7.6476	7.90787	3.33333	24.6804	31.4106	20
7.65551	7.91121	3.33333	24.7118	31.4212	20
7.66343	7.91454	3.33333	24.7433	31.4612	20
7.67135	7.92121	3.33333	24.7747	31.46	20
7.67927	7.92121	3.33333	24.8062	31.5	20
7.6872	7.92787	3.33333	24.8377	31.5106	20
7.69513	7.92787	3.33333	24.8693	31.5212	20
7.70306	7.93121	3.33333	24.9008	31.5612	20
7.71099	7.93787	3.33333	24.9324	31.56	20
7.71893	7.93787	3.33333	24.964	31.6	20
7.72688	7.94454	3.33333	24.9956	31.6106	20
7.73482	7.94454	3.33333	25.0272	31.6212	20
7.74277	7.94787	3.33333	25.0588	31.6612	20
7.75072	7.95121	3.33333	25.0905	31.66	20
7.75868	7.95787	3.33333	25.1222	31.7	20
7.76664	7.95787	3.33333	25.1539	31.7106	20
7.7746	7.96454	3.33333	25.1856	31.7212	20
7.78256	7.96454	3.33333	25.2174	31.7612	20
7.79053	7.96787	3.33333	25.2491	31.76	20
7.7985	7.97121	3.33333	25.2809	31.8	20
