actuated_joint_pos	actuated_joint_vel	actuated_joint_torque	unactuated_joint_pos	unactuated_joint_vel	unactuated_joint_torque
1.30125	4.20441	4.76772	2.91636	10.8	20
1.30545	4.20441	4.76772	2.92717	10.8106	20
1.30966	4.20917	4.75691	2.938	10.8212	20
1.31388	4.21392	4.75691	2.94886	10.8612	20
1.3181	4.22343	4.75153	2.95972	10.86	20
1.32232	4.22342	4.74617	2.97062	10.9	20
1.32656	4.23289	4.73549	2.98153	10.9106	20
1.33079	4.23289	4.7355	2.99245	10.9212	20
1.33503	4.23762	4.7249	3.00341	10.9612	20
1.33927	4.24234	4.7249	3.01437	10.96	20
1.34352	4.25178	4.71963	3.02537	11	20
1.34777	4.25178	4.71438	3.03638	11.0106	20
1.35203	4.26119	4.70391	3.0474	11.0212	20
1.35629	4.26119	4.70392	3.05846	11.0612	20
1.36056	4.26588	4.69353	3.06952	11.06	20
1.36483	4.27057	4.69353	3.08062	11.1	20
1.36911	4.27995	4.68837	3.09173	11.1106	20
1.37339	4.27994	4.68321	3.10285	11.1212	20
1.37768	4.28929	4.67295	3.11401	11.1612	20
1.38197	4.28929	4.67296	3.12517	11.16	20
1.38626	4.29395	4.66278	3.13637	11.2	20
1.39056	4.29862	4.66278	3.14758	11.2106	20
1.39487	4.30793	4.65771	3.15881	11.2212	20
1.39918	4.30793	4.65266	3.17007	11.2612	20
1.40349	4.31721	4.6426	3.18133	11.26	20
1.40781	4.31721	4.64261	3.19263	11.3	20
1.41213	4.32184	4.63262	3.20394	11.3106	20
1.41646	4.32648	4.63262	3.21526	11.3212	20
1.4208	4.33573	4.62765	3.22662	11.3612	20
1.42513	4.33573	4.6227	3.23798	11.36	20
1.42948	4.34495	4.61283	3.24938	11.4	20
1.43382	4.34495	4.61284	3.26079	11.4106	20
1.43817	4.34956	4.60304	3.27221	11.4212	20
1.44253	4.35416	4.60304	3.28367	11.4612	20
1.44689	4.36335	4.59817	3.29513	11.46	20
1.45125	4.36335	4.59331	3.30663	11.5	20
1.45562	4.37252	4.58363	3.31814	11.5106	20
1.46	4.37252	4.58363	3.32966	11.5212	20
1.46437	4.37709	4.57402	3.34122	11.5612	20
1.46876	4.38166	4.57402	3.35278	11.56	20
1.47315	4.3908	4.56924	3.36438	11.6	20
1.47754	4.3908	4.56448	3.37599	11.6106	20
1.48194	4.39991	4.55498	3.38761	11.6212	20
1.48634	4.39991	4.55498	3.39928	11.6612	20
1.49074	4.40445	4.54555	3.41094	11.66	20
1.49515	4.409	4.54555	3.42264	11.7	20
1.49957	4.41808	4.54086	3.43435	11.7106	20
1.50399	4.41808	4.53618	3.44607	11.7212	20
1.50841	4.42713	4.52685	3.45783	11.7612	20
1.51284	4.42713	4.52686	3.46959	11.76	20
1.51727	4.43165	4.5176	3.48139	11.8	20
1.52171	4.43617	4.5176	3.4932	11.8106	20
1.52615	4.44519	4.51299	3.50502	11.8212	20
1.5306	4.44519	4.5084	3.51688	11.8612	20
1.53505	4.45419	4.49924	3.52874	11.86	20
1.53951	4.45419	4.49925	3.54064	11.9	20
1.54397	4.45868	4.49016	3.55255	11.9106	20
1.54843	4.46317	4.49016	3.56447	11.9212	20
1.5529	4.46765	4.48564	3.57643	11.9612	20
1.55737	4.47213	4.48112	3.58839	11.96	20
1.56185	4.47661	4.47662	3.60039	12	20
1.56633	4.48108	4.47214	3.6124	12.0106	20
1.57082	4.49002	4.46767	3.62442	12.0212	20
1.57531	4.49001	4.46321	3.63648	12.0612	20
1.57981	4.49892	4.45433	3.64854	12.06	20
1.5843	4.49892	4.45433	3.66064	12.1	20
1.58881	4.50337	4.44551	3.67276	12.1106	20
1.59332	4.50781	4.44551	3.68488	12.1212	20
1.59783	4.51225	4.44112	3.69704	12.1612	20
1.60234	4.51669	4.43674	3.7092	12.16	20
1.60687	4.52112	4.43238	3.7214	12.2	20
1.61139	4.52555	4.42802	3.73361	12.2106	20
1.61592	4.52997	4.42368	3.74583	12.2212	20
1.62046	4.53881	4.41935	3.75809	12.2612	20
1.625	4.53881	4.41504	3.77035	12.26	20
1.62955	4.54762	4.40644	3.78265	12.3	20
1.63409	4.54762	4.40644	3.79496	12.3106	20
1.63865	4.55202	4.3979	3.80728	12.3212	20
1.6432	4.55642	4.3979	3.81964	12.3612	20
1.64776	4.56081	4.39365	3.832	12.36	20
1.65233	4.5652	4.38941	3.8444	12.4	20
1.6569	4.56959	4.38519	3.85681	12.4106	20
1.66147	4.57397	4.38097	3.86923	12.4212	20
1.66605	4.57834	4.37676	3.88169	12.4612	20
1.67064	4.58709	4.37257	3.89415	12.46	20
1.67522	4.58708	4.36839	3.90665	12.5	20
1.67982	4.5958	4.36006	3.91916	12.5106	20
1.68442	4.5958	4.36007	3.93169	12.5212	20
1.68902	4.60016	4.3518	3.94425	12.5612	20
1.69362	4.60451	4.3518	3.95681	12.56	20
1.69823	4.60886	4.34768	3.96941	12.6	20
1.70284	4.6132	4.34357	3.98202	12.6106	20
1.70746	4.61754	4.33947	3.99464	12.6212	20
1.71208	4.62187	4.33539	4.0073	12.6612	20
1.71671	4.62621	4.33131	4.01996	12.66	20
1.72134	4.63486	4.32725	4.03266	12.7	20
1.72598	4.63486	4.3232	4.04537	12.7106	20
1.73062	4.64349	4.31513	4.05809	12.7212	20
1.73526	4.64349	4.31513	4.07085	12.7612	20
1.73991	4.64779	4.30711	4.08361	12.76	20
1.74456	4.6521	4.30711	4.09641	12.8	20
1.74922	4.6564	4.30312	4.10922	12.8106	20
1.75388	4.6607	4.29913	4.12204	12.8212	20
1.75855	4.665	4.29516	4.1349	12.8612	20
1.76322	4.66929	4.2912	4.14776	12.86	20
1.76789	4.67358	4.28725	4.16066	12.9	20
1.77257	4.68214	4.28331	4.17357	12.9106	20
1.77725	4.68214	4.27938	4.18649	12.9212	20
1.78194	4.69068	4.27155	4.19945	12.9612	20
1.78664	4.69068	4.27155	4.21241	12.96	20
1.79133	4.69495	4.26377	4.22541	13	20
1.79603	4.69921	4.26377	4.23842	13.0106	20
1.80073	4.70347	4.2599	4.25145	13.0212	20
1.80544	4.70773	4.25604	4.26451	13.0612	20
1.81015	4.71198	4.25218	4.27757	13.06	20
1.81487	4.71623	4.24834	4.29067	13.1	20
1.81959	4.72047	4.2445	4.30378	13.1106	20
1.82432	4.72895	4.24068	4.3169	13.1212	20
1.82905	4.72895	4.23687	4.33006	13.1612	20
1.83378	4.73741	4.22927	4.34322	13.16	20
1.83852	4.73741	4.22927	4.35642	13.2	20
1.84327	4.74585	4.22172	4.36963	13.2106	20
1.84801	4.74585	4.22172	4.38285	13.2212	20
1.85277	4.75428	4.21421	4.39611	13.2612	20
1.85752	4.75428	4.21421	4.40937	13.26	20
1.86228	4.75848	4.20674	4.42267	13.3	20
1.86704	4.76269	4.20674	4.43598	13.3106	20
1.87181	4.76689	4.20302	4.4493	13.3212	20
1.87658	4.77109	4.19931	4.46266	13.3612	20
1.88136	4.77529	4.1956	4.47602	13.36	20
1.88614	4.77948	4.19191	4.48942	13.4	20
1.89092	4.78786	4.18823	4.50283	13.4106	20
1.89571	4.78785	4.18455	4.51625	13.4212	20
1.90051	4.79621	4.17723	4.52971	13.4612	20
1.9053	4.79621	4.17724	4.54317	13.46	20
1.91011	4.80455	4.16996	4.55667	13.5	20
1.91491	4.80455	4.16996	4.57018	13.5106	20
1.91973	4.81287	4.16272	4.58371	13.5212	20
1.92454	4.81287	4.16272	4.59727	13.5612	20
1.92936	4.81703	4.15552	4.61083	13.56	20
1.93418	4.82119	4.15552	4.62443	13.6	20
1.939	4.82534	4.15194	4.63804	13.6106	20
1.94383	4.82949	4.14836	4.65166	13.6212	20
1.94867	4.83363	4.14479	4.66532	13.6612	20
1.9535	4.83777	4.14123	4.67898	13.66	20
1.95835	4.84605	4.13768	4.69268	13.7	20
1.9632	4.84604	4.13413	4.70639	13.7106	20
1.96805	4.8543	4.12708	4.72011	13.7212	20
1.9729	4.8543	4.12708	4.73387	13.7612	20
1.97777	4.86254	4.12006	4.74763	13.76	20
1.98263	4.86254	4.12006	4.76143	13.8	20
1.9875	4.87076	4.11308	4.77524	13.8106	20
1.99237	4.87076	4.11308	4.78906	13.8212	20
1.99725	4.87487	4.10613	4.80292	13.8612	20
2.00212	4.87898	4.10613	4.81678	13.86	20
2.00701	4.88308	4.10267	4.83068	13.9	20
2.01189	4.88718	4.09922	4.84459	13.9106	20
2.01679	4.89127	4.09578	4.85851	13.9212	20
2.02168	4.89537	4.09234	4.87247	13.9612	20
2.02658	4.90354	4.08891	4.88643	13.96	20
2.03149	4.90354	4.0855	4.90043	14	20
2.0364	4.9117	4.07868	4.91444	14.0106	20
2.04131	4.9117	4.07869	4.92847	14.0212	20
2.04623	4.91984	4.07191	4.94253	14.0612	20
2.05115	4.91984	4.07191	4.95659	14.06	20
2.05608	4.92797	4.06517	4.97069	14.1	20
2.06101	4.92797	4.06517	4.9848	14.1106	20
2.06594	4.93203	4.05846	4.99892	14.1212	20
2.07088	4.93609	4.05846	5.01308	14.1612	20
2.07582	4.94014	4.05513	5.02724	14.16	20
2.08076	4.9442	4.05179	5.04144	14.2	20
2.08571	4.94824	4.04846	5.05565	14.2106	20
2.09066	4.95229	4.04515	5.06987	14.2212	20
2.09562	4.96037	4.04184	5.08413	14.2612	20
2.10058	4.96037	4.03854	5.09839	14.26	20
2.10555	4.96843	4.03195	5.11269	14.3	20
2.11052	4.96843	4.03196	5.127	14.3106	20
2.11549	4.97648	4.02541	5.14132	14.3212	20
2.12047	4.97648	4.02541	5.15568	14.3612	20
2.12546	4.98452	4.0189	5.17004	14.36	20
2.13044	4.98452	4.0189	5.18444	14.4	20
2.13543	4.98853	4.01242	5.19885	14.4106	20
2.14042	4.99255	4.01242	5.21327	14.4212	20
2.14542	4.99656	4.00919	5.22773	14.4612	20
2.15042	5.00056	4.00597	5.24219	14.46	20
2.15542	5.00456	4.00276	5.25669	14.5	20
2.16043	5.00856	3.99955	5.2712	14.5106	20
2.16545	5.01656	3.99635	5.28572	14.5212	20
2.17046	5.01655	3.99316	5.30029	14.5612	20
2.17549	5.02453	3.9868	5.31484	14.56	20
2.18051	5.02453	3.9868	5.32944	14.6	20
2.18555	5.03249	3.98047	5.34406	14.6106	20
2.19058	5.03249	3.98047	5.35868	14.6212	20
2.19562	5.04044	3.97418	5.37334	14.6612	20
2.20066	5.04044	3.97418	5.388	14.66	20
2.2057	5.0444	3.96791	5.4027	14.7	20
2.21075	5.04837	3.96791	5.41741	14.7106	20
2.2158	5.05234	3.96479	5.43213	14.7212	20
2.22086	5.0563	3.96167	5.44689	14.7612	20
2.22592	5.06026	3.95856	5.46165	14.76	20
2.23098	5.06421	3.95546	5.47645	14.8	20
2.23606	5.07212	3.95237	5.49126	14.8106	20
2.24113	5.07211	3.94928	5.50608	14.8212	20
2.24621	5.08	3.94313	5.52094	14.8612	20
2.25129	5.08	3.94313	5.5358	14.86	20
2.25638	5.08788	3.93701	5.5507	14.9	20
2.26146	5.08788	3.93701	5.56561	14.9106	20
2.26656	5.09574	3.93091	5.58053	14.9212	20
2.27166	5.09574	3.93091	5.59549	14.9612	20
2.27676	5.09966	3.92485	5.61045	14.96	20
2.28186	5.10359	3.92485	5.62545	15	20
2.28697	5.10751	3.92183	5.64046	15.0106	20
2.29208	5.11143	3.91881	5.65548	15.0212	20
2.29719	5.11534	3.9158	5.67054	15.0612	20
2.30231	5.11926	3.9128	5.6856	15.06	20
2.30744	5.12708	3.90981	5.7007	15.1	20
2.31257	5.12707	3.90682	5.71581	15.1106	20
2.3177	5.13487	3.90086	5.73093	15.1212	20
2.32284	5.13487	3.90086	5.7461	15.1612	20
2.32798	5.14266	3.89493	5.76125	15.16	20
2.33312	5.14266	3.89493	5.77645	15.2	20
2.33827	5.15044	3.88903	5.79166	15.2106	20
2.34342	5.15044	3.88903	5.80689	15.2212	20
2.34858	5.15433	3.88316	5.82215	15.2612	20
2.35374	5.15821	3.88316	5.83741	15.26	20
2.3589	5.16209	3.88024	5.85271	15.3	20
2.36406	5.16597	3.87732	5.86802	15.3106	20
2.36923	5.16984	3.8744	5.88334	15.3212	20
2.37441	5.17371	3.87149	5.8987	15.3612	20
2.37959	5.18145	3.86859	5.91406	15.36	20
2.38477	5.18145	3.8657	5.92946	15.4	20
2.38996	5.18917	3.85992	5.94487	15.4106	20
2.39515	5.18917	3.85993	5.96029	15.4212	20
2.40034	5.19687	3.85418	5.97575	15.4612	20
2.40554	5.19687	3.85418	5.99121	15.46	20
2.41075	5.20457	3.84847	6.00671	15.5	20
2.41595	5.20457	3.84847	6.02222	15.5106	20
2.42116	5.20841	3.84278	6.03774	15.5212	20
2.42637	5.21226	3.84278	6.0533	15.5612	20
2.43159	5.2161	3.83994	6.06886	15.56	20
2.43681	5.21993	3.83711	6.08446	15.6	20
2.44203	5.22377	3.83428	6.10007	15.6106	20
2.44726	5.2276	3.83147	6.11569	15.6212	20
2.45249	5.23526	3.82865	6.13135	15.6612	20
2.45773	5.23525	3.82585	6.14701	15.66	20
2.46297	5.24289	3.82025	6.16271	15.7	20
2.46822	5.24289	3.82025	6.17842	15.7106	20
2.47347	5.25052	3.81469	6.19414	15.7212	20
2.47872	5.25052	3.81469	6.2099	15.7612	20
2.48397	5.25814	3.80914	6.22566	15.76	20
2.48923	5.25814	3.80914	6.24146	15.8	20
2.49449	5.26195	3.80362	6.25727	15.8106	20
2.49976	5.26575	3.80362	6.27309	15.8212	20
2.50503	5.26955	3.80087	6.28896	15.8612	20
2.5103	5.27335	3.79813	6.30481	15.86	20
2.51558	5.27714	3.79539	6.32071	15.9	20
2.52086	5.28094	3.79266	6.33662	15.9106	20
2.52615	5.28852	3.78993	6.35255	15.9212	20
2.53144	5.28851	3.78721	6.36851	15.9612	20
2.53673	5.29608	3.78178	6.38447	15.96	20
2.54203	5.29608	3.78178	6.40047	16	20
2.54733	5.30363	3.77638	6.41648	16.0106	20
2.55264	5.30363	3.77638	6.4325	16.0212	20
2.55795	5.31117	3.771	6.44856	16.0612	20
2.56326	5.31117	3.771	6.46462	16.06	20
2.56857	5.31494	3.76565	6.48072	16.1	20
2.57389	5.3187	3.76565	6.49683	16.1106	20
2.57922	5.32247	3.76298	6.51295	16.1212	20
2.58454	5.32623	3.76031	6.52911	16.1612	20
2.58987	5.32998	3.75766	6.54527	16.16	20
2.59521	5.33374	3.755	6.56147	16.2	20
2.60055	5.34124	3.75236	6.57768	16.2106	20
2.60589	5.34124	3.74971	6.5939	16.2212	20
2.61124	5.34873	3.74445	6.61016	16.2612	20
2.61659	5.34873	3.74445	6.62642	16.26	20
2.62194	5.35621	3.7392	6.64272	16.3	20
2.6273	5.35621	3.7392	6.65903	16.3106	20
2.63266	5.36368	3.73398	6.67535	16.3212	20
2.63803	5.36368	3.73398	6.69171	16.3612	20
2.64339	5.36741	3.72879	6.70807	16.36	20
2.64876	5.37113	3.72879	6.72447	16.4	20
2.65414	5.37486	3.7262	6.74088	16.4106	20
2.65952	5.37858	3.72361	6.7573	16.4212	20
2.6649	5.38231	3.72103	6.77376	16.4612	20
2.67029	5.38602	3.71845	6.79022	16.46	20
2.67568	5.39346	3.71588	6.80672	16.5	20
2.68107	5.39345	3.71331	6.82323	16.5106	20
2.68647	5.40087	3.7082	6.83975	16.5212	20
2.69187	5.40087	3.7082	6.85631	16.5612	20
2.69728	5.40828	3.70311	6.87287	16.56	20
2.70269	5.40828	3.70311	6.88947	16.6	20
2.70811	5.41567	3.69804	6.90608	16.6106	20
2.71352	5.41567	3.69804	6.9227	16.6212	20
2.71894	5.41936	3.69299	6.93936	16.6612	20
2.72436	5.42306	3.69299	6.95602	16.66	20
2.72979	5.42675	3.69047	6.97272	16.7	20
2.73522	5.43044	3.68796	6.98943	16.7106	20
2.74066	5.43412	3.68545	7.00616	16.7212	20
2.74609	5.4378	3.68295	7.02292	16.7612	20
2.75154	5.44517	3.68045	7.03968	16.76	20
2.75698	5.44516	3.67796	7.05648	16.8	20
2.76244	5.45251	3.67298	7.07329	16.8106	20
2.76789	5.45251	3.67298	7.09011	16.8212	20
2.77334	5.45618	3.66804	7.10697	16.8612	20
2.77881	5.46351	3.66804	7.12383	16.86	20
2.78427	5.46351	3.66557	7.14073	16.9	20
2.78974	5.47083	3.66065	7.15764	16.9106	20
2.79521	5.47083	3.66065	7.17456	16.9212	20
2.80069	5.47449	3.65575	7.19152	16.9612	20
2.80617	5.47814	3.65575	7.20848	16.96	20
2.81165	5.48545	3.65331	7.22548	17	20
2.81714	5.48545	3.65087	7.24249	17.0106	20
2.82263	5.49274	3.64601	7.25951	17.0212	20
2.82812	5.49274	3.64601	7.27657	17.0612	20
2.83362	5.49638	3.64117	7.29363	17.06	20
2.83912	5.50002	3.64117	7.31073	17.1	20
2.84462	5.50366	3.63876	7.32784	17.1106	20
2.85013	5.5073	3.63635	7.34496	17.1212	20
2.85564	5.51093	3.63395	7.36212	17.1612	20
2.86116	5.51456	3.63155	7.37928	17.16	20
2.86668	5.52182	3.62915	7.39648	17.2	20
2.8722	5.52182	3.62676	7.41369	17.2106	20
2.87773	5.52906	3.62199	7.43091	17.2212	20
2.88326	5.52906	3.622	7.44817	17.2612	20
2.88879	5.53268	3.61725	7.46543	17.26	20
2.89433	5.53991	3.61725	7.48273	17.3	20
2.89987	5.53991	3.61488	7.50004	17.3106	20
2.90542	5.54713	3.61016	7.51736	17.3212	20
2.91096	5.54713	3.61017	7.53472	17.3612	20
2.91651	5.55074	3.60547	7.55208	17.36	20
2.92207	5.55434	3.60547	7.56948	17.4	20
2.92763	5.56155	3.60312	7.58689	17.4106	20
2.93319	5.56155	3.60079	7.60431	17.4212	20
2.93876	5.56874	3.59612	7.62177	17.4612	20
2.94433	5.56874	3.59612	7.63923	17.46	20
2.9499	5.57233	3.59148	7.65673	17.5	20
2.95548	5.57592	3.59148	7.67424	17.5106	20
2.96106	5.57951	3.58916	7.69176	17.5212	20
2.96664	5.5831	3.58685	7.70932	17.5612	20
2.97223	5.58668	3.58454	7.72688	17.56	20
2.97782	5.59026	3.58224	7.74448	17.6	20
2.98341	5.59742	3.57994	7.76209	17.6106	20
2.98901	5.59742	3.57765	7.77971	17.6212	20
2.99462	5.60457	3.57307	7.79737	17.6612	20
3.00022	5.60457	3.57307	7.81503	17.66	20
3.00583	5.60814	3.56852	7.83273	17.7	20
3.01144	5.61527	3.56852	7.85044	17.7106	20
3.01706	5.61527	3.56625	7.86816	17.7212	20
3.02268	5.6224	3.56171	7.88592	17.7612	20
3.0283	5.6224	3.56172	7.90368	17.76	20
3.03393	5.62595	3.5572	7.92148	17.8	20
3.03956	5.62951	3.5572	7.93929	17.8106	20
3.0452	5.63662	3.55495	7.95711	17.8212	20
3.05083	5.63662	3.55271	7.97498	17.8612	20
3.05648	5.64371	3.54823	7.99283	17.86	20
3.06212	5.64371	3.54823	8.01073	17.9	20
3.06777	5.64726	3.54377	8.02864	17.9106	20
3.07342	5.6508	3.54377	8.04657	17.9212	20
3.07907	5.65434	3.54154	8.06453	17.9612	20
3.08473	5.65788	3.53932	8.08249	17.96	20
3.09039	5.66142	3.5371	8.10048	18	20
3.09606	5.66495	3.53489	8.11849	18.0106	20
3.10173	5.67202	3.53268	8.13652	18.0212	20
3.1074	5.67202	3.53048	8.15458	18.0612	20
3.11308	5.67907	3.52608	8.17264	18.06	20
3.11876	5.67907	3.52608	8.19074	18.1	20
3.12444	5.68259	3.5217	8.20885	18.1106	20
3.13013	5.68963	3.5217	8.22697	18.1212	20
3.13582	5.68963	3.51952	8.24513	18.1612	20
3.14152	5.69666	3.51516	8.26329	18.16	20
3.14721	5.69666	3.51517	8.28149	18.2	20
3.15291	5.70017	3.51083	8.2997	18.2106	20
3.15862	5.70368	3.51083	8.31792	18.2212	20
3.16433	5.7107	3.50867	8.33618	18.2612	20
3.17004	5.7107	3.50651	8.35444	18.26	20
3.17576	5.7177	3.5022	8.37274	18.3	20
3.18147	5.7177	3.5022	8.39105	18.3106	20
3.1872	5.7212	3.49791	8.40937	18.3212	20
3.19292	5.7247	3.49791	8.42773	18.3612	20
3.19865	5.7282	3.49577	8.44609	18.36	20
3.20438	5.73169	3.49363	8.46449	18.4	20
3.21012	5.73518	3.4915	8.4829	18.4106	20
3.21585	5.73867	3.48937	8.50132	18.4212	20
3.2216	5.74564	3.48725	8.51978	18.4612	20
3.22735	5.74564	3.48513	8.53824	18.46	20
3.2331	5.7526	3.4809	8.55674	18.5	20
3.23885	5.7526	3.4809	8.57525	18.5106	20
3.24461	5.75608	3.47669	8.59377	18.5212	20
3.25037	5.76303	3.47669	8.61233	18.5612	20
3.25613	5.76303	3.47459	8.63089	18.56	20
3.2619	5.76997	3.47039	8.64949	18.6	20
3.26767	5.76997	3.4704	8.6681	18.6106	20
3.27345	5.77344	3.46622	8.68672	18.6212	20
3.27922	5.77691	3.46622	8.70538	18.6612	20
3.28501	5.78383	3.46414	8.72404	18.66	20
3.29079	5.78383	3.46206	8.74274	18.7	20
3.29658	5.79075	3.45791	8.76145	18.7106	20
3.30237	5.79075	3.45792	8.78017	18.7212	20
3.30817	5.7942	3.45379	8.79893	18.7612	20
3.31396	5.79765	3.45379	8.81769	18.76	20
3.31976	5.80111	3.45173	8.83649	18.8	20
3.32557	5.80456	3.44967	8.8553	18.8106	20
3.33138	5.808	3.44762	8.87412	18.8212	20
3.33719	5.81145	3.44557	8.89298	18.8612	20
3.34301	5.81834	3.44352	8.91184	18.86	20
3.34883	5.81833	3.44148	8.93074	18.9	20
3.35465	5.82521	3.43741	8.94965	18.9106	20
3.36048	5.82521	3.43741	8.96857	18.9212	20
3.3663	5.82864	3.43335	8.98753	18.9612	20
3.37214	5.83551	3.43335	9.00649	18.96	20
3.37798	5.83551	3.43133	9.02549	19	20
3.38382	5.84236	3.42729	9.0445	19.0106	20
3.38966	5.84236	3.42729	9.06352	19.0212	20
3.39551	5.84579	3.42327	9.08258	19.0612	20
3.40136	5.84921	3.42327	9.10164	19.06	20
3.40721	5.85605	3.42127	9.12074	19.1	20
3.41307	5.85605	3.41927	9.13985	19.1106	20
3.41893	5.86288	3.41527	9.15897	19.1212	20
3.42479	5.86288	3.41527	9.17813	19.1612	20
3.43066	5.86629	3.41129	9.19729	19.16	20
3.43653	5.8697	3.41129	9.21649	19.2	20
3.4424	5.87311	3.40931	9.2357	19.2106	20
3.44828	5.87652	3.40733	9.25492	19.2212	20
3.45416	5.87992	3.40535	9.27418	19.2612	20
3.46004	5.88333	3.40338	9.29344	19.26	20
3.46593	5.89013	3.4014	9.31274	19.3	20
3.47182	5.89013	3.39944	9.33205	19.3106	20
3.47772	5.89692	3.39551	9.35137	19.3212	20
3.48362	5.89692	3.39551	9.37073	19.3612	20
3.48952	5.90031	3.3916	9.39009	19.36	20
3.49542	5.90709	3.3916	9.40949	19.4	20
3.50133	5.90709	3.38965	9.4289	19.4106	20
3.50724	5.91386	3.38576	9.44832	19.4212	20
3.51316	5.91386	3.38576	9.46778	19.4612	20
3.51908	5.91725	3.38188	9.48724	19.46	20
3.525	5.92063	3.38188	9.50674	19.5	20
3.53092	5.92739	3.37995	9.52625	19.5106	20
3.53685	5.92739	3.37802	9.54577	19.5212	20
3.54278	5.93413	3.37417	9.56533	19.5612	20
3.54872	5.93413	3.37417	9.58489	19.56	20
3.55466	5.9375	3.37033	9.60449	19.6	20
3.5606	5.94087	3.37033	9.6241	19.6106	20
3.56654	5.94424	3.36842	9.64372	19.6212	20
3.57249	5.94761	3.36651	9.66338	19.6612	20
3.57844	5.95097	3.3646	9.68304	19.66	20
3.58439	5.95434	3.3627	9.70274	19.7	20
3.59036	5.96106	3.36079	9.72245	19.7106	20
3.59632	5.96106	3.3589	9.74217	19.7212	20
3.60228	5.96777	3.35511	9.76193	19.7612	20
3.60825	5.96777	3.35511	9.78169	19.76	20
3.61422	5.97112	3.35134	9.80149	19.8	20
3.6202	5.97782	3.35134	9.8213	19.8106	20
3.62618	5.97782	3.34946	9.84112	19.8212	20
3.63216	5.98451	3.3457	9.86098	19.8612	20
3.63815	5.98451	3.3457	9.88084	19.86	20
3.64414	5.98785	3.34196	9.90074	19.9	20
3.65013	5.99119	3.34196	9.92065	19.9106	20
3.65612	5.99787	3.3401	9.94057	19.9212	20
3.66212	5.99787	3.33823	9.96053	19.9612	20
3.66813	6.00454	3.33451	9.98049	19.96	20
3.67413	6.00454	3.33452	10.0005	20	20
3.68014	6.00787	3.33333	10.0205	20.0106	20
3.68615	6.01121	3.33333	10.0405	20.0212	20
3.69216	6.01454	3.33333	10.0606	20.0612	20
3.69818	6.01787	3.33333	10.0806	20.06	20
3.7042	6.02121	3.33333	10.1007	20.1	20
3.71023	6.02454	3.33333	10.1208	20.1106	20
3.71626	6.03121	3.33333	10.141	20.1212	20
3.72229	6.03121	3.33333	10.1611	20.1612	20
3.72833	6.03787	3.33333	10.1813	20.16	20
3.73437	6.03787	3.33333	10.2015	20.2	20
3.74041	6.04121	3.33333	10.2217	20.2106	20
3.74646	6.04787	3.33333	10.2419	20.2212	20
3.7525	6.04787	3.33333	10.2622	20.2612	20
3.75856	6.05454	3.33333	10.2824	20.26	20
3.76461	6.05454	3.33333	10.3027	20.3	20
3.77067	6.05787	3.33333	10.323	20.3106	20
3.77673	6.06121	3.33333	10.3434	20.3212	20
3.7828	6.06787	3.33333	10.3637	20.3612	20
3.78887	6.06787	3.33333	10.3841	20.36	20
3.79494	6.07454	3.33333	10.4045	20.4	20
3.80102	6.07454	3.33333	10.4249	20.4106	20
3.80709	6.07787	3.33333	10.4453	20.4212	20
3.81318	6.08121	3.33333	10.4658	20.4612	20
3.81926	6.08454	3.33333	10.4862	20.46	20
3.82535	6.08787	3.33333	10.5067	20.5	20
3.83144	6.09121	3.33333	10.5272	20.5106	20
3.83753	6.09454	3.33333	10.5478	20.5212	20
3.84363	6.10121	3.33333	10.5683	20.5612	20
3.84974	6.10121	3.33333	10.5889	20.56	20
3.85584	6.10787	3.33333	10.6095	20.6	20
3.86195	6.10787	3.33333	10.6301	20.6106	20
3.86806	6.11121	3.33333	10.6507	20.6212	20
3.87418	6.11787	3.33333	10.6714	20.6612	20
3.8803	6.11787	3.33333	10.692	20.66	20
3.88642	6.12454	3.33333	10.7127	20.7	20
3.89255	6.12454	3.33333	10.7334	20.7106	20
3.89868	6.12787	3.33333	10.7542	20.7212	20
3.90481	6.13121	3.33333	10.7749	20.7612	20
3.91094	6.13787	3.33333	10.7957	20.76	20
3.91708	6.13787	3.33333	10.8165	20.8	20
3.92323	6.14454	3.33333	10.8373	20.8106	20
3.92937	6.14454	3.33333	10.8581	20.8212	20
3.93552	6.14787	3.33333	10.879	20.8612	20
3.94167	6.15121	3.33333	10.8998	20.86	20
3.94782	6.15454	3.33333	10.9207	20.9	20
3.95398	6.15787	3.33333	10.9416	20.9106	20
3.96014	6.16121	3.33333	10.9626	20.9212	20
3.96631	6.16454	3.33333	10.9835	20.9612	20
3.97248	6.17121	3.33333	11.0045	20.96	20
3.97865	6.17121	3.33333	11.0255	21	20
3.98483	6.17787	3.33333	11.0465	21.0106	20
3.99101	6.17787	3.33333	11.0675	21.0212	20
3.99719	6.18121	3.33333	11.0886	21.0612	20
4.00338	6.18787	3.33333	11.1096	21.06	20
4.00956	6.18787	3.33333	11.1307	21.1	20
4.01576	6.19454	3.33333	11.1518	21.1106	20
4.02195	6.19454	3.33333	11.173	21.1212	20
4.02815	6.19787	3.33333	11.1941	21.1612	20
4.03435	6.20121	3.33333	11.2153	21.16	20
4.04056	6.20787	3.33333	11.2365	21.2	20
4.04677	6.20787	3.33333	11.2577	21.2106	20
4.05298	6.21454	3.33333	11.2789	21.2212	20
4.0592	6.21454	3.33333	11.3002	21.2612	20
4.06541	6.21787	3.33333	11.3214	21.26	20
